subject,date,group,culture,age,sex,season1_copies,s1_copybest,season2_copies,s2_copybest,season3_copies,s3_copybest,total_copies,copy_frequency_s1,copy_frequency_s2,copy_frequency_s3,copy_frequency_all,score_season1,score_season2,score_season3,score_s1_s2_averaged,rank_season1,rank_season2,rank_season3,rank_s1_s2_averaged,collectivist_average,individualist_average,horizontal_average,vertical_average,collectivist_reversed,individualist_reversed,horizontal_reversed,vertical_reversed,culture_numeric,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,s1_copybest_propofcopies,s1_copybest_propof29,s2_copybest_propofcopies,s3_copybest_propofcopies,s2_copybest_propof29,s3_copybest_propof29,s1s2_score,s1s2_copies,best_dem_S1S2,best_dem_S1,best_dem_S2,best_dem_S3,s1s2_score_weighted,s1_score_weighted,s2_score_weighted,s3_score_weighted
46,1B006  ,050213,SL       ,UK,19,Male,5,5,11,9,14,10,30,0.172413793103448,0.379310344827586,0.482758620689655,0.344827586206897,24517.5,24207.7,20001.4,24363,2,2,3,2,3,3,3,3,4,4,4,4,British,2,1,3,2,1,2,4,4,3,2,3,5,7,3,1,0.172413793103448,0.818181818181818,0.714285714285714,0.310344827586207,0.344827586206897,24362.6,8,24432,24974,25381,21214,0.997159462999345,0.981720989829423,0.95377250699342,0.942839634203828
47,1B007  ,050213,SL       ,UK,23,Male,3,3,2,1,2,2,7,0.103448275862069,0.0689655172413793,0.0689655172413793,0.0804597701149425,24828,25170.4,20456.6,24999,2,2,3,2,3.25,3.166666667,2.857142857,3.571428571,3.75,3.833333333,4.142857143,3.428571429,British,2,6,2,2,2,1,4,5,4,3,3,4,5,2,1,0.103448275862069,0.5,1,0.0344827586206897,0.0689655172413793,24999.2,2.5,24432,24974,25381,21214,1.0232154551408,0.99415392007688,0.991702454592018,0.964297162251343
48,1B008  ,050213,SL       ,UK,19,Male,3,3,2,2,11,10,16,0.103448275862069,0.0689655172413793,0.379310344827586,0.183908045977011,23984.8,24284.2,19929,24134.5,2,2,3,2,4.125,2.333333333,3,3.714285714,2.875,4.666666667,4,3.285714286,British,5,6,5,2,1,3,2,3,3,3,4,2,5,3,1,0.103448275862069,1,0.909090909090909,0.0689655172413793,0.344827586206897,24134.5,2.5,24432,24974,25381,21214,0.98782334643091,0.960390806438696,0.956786572633072,0.93942679362685
49,1B009  ,050213,SL       ,UK,23,Male,0,0,6,6,8,7,14,0,0.206896551724138,0.275862068965517,0.160919540229885,23101.1,24654.4,20488,23877.5,3,2,3,2.5,3.75,2.333333333,2,4.285714286,3.25,4.666666667,5,2.714285714,British,3,3,6,2,2,2,1,4,2,1,3,1,7,7,NA,0,1,0.875,0.206896551724138,0.241379310344828,23877.75,3,24432,24974,25381,21214,0.977314587426326,0.925006006246496,0.971372286355936,0.96577731686622
50,1B010  ,050213,SL       ,UK,22,Male,1,1,3,1,0,0,4,0.0344827586206897,0.103448275862069,0,0.0459770114942529,22687.9,21855.5,20075.6,22272,3,3,3,3,3.75,2.333333333,2.714285714,3.571428571,3.25,4.666666667,4.285714286,3.428571429,British,3,7,3,3,3,1,3,3,2,1,4,3,6,2,1,0.0344827586206897,0.333333333333333,NA,0.0344827586206897,0,22271.7,2,24432,24974,25381,21214,0.911579076620825,0.9084607992312,0.861096883495528,0.946337324408409
51,1B011  ,50213 ,SL       ,UK,25,Male,0,0,0,0,0,0,0,0,0,0,0,16136.2,17717,9129.13,16926.5,5,5,6,5,3.625,4,1.857142857,5.714285714,3.375,3,5.142857143,1.285714286,British,2,7,4,2,5,1,2,4,2,6,2,2,7,7,NA,0,NA,NA,0,0,16926.6,0,24432,24974,25381,21214,0.692804518664047,0.646119964763354,0.698041842322997,0.430335156029037
52,1B012  ,060213,SL       ,UK,25,Male,0,0,0,0,1,1,1,0,0,0.0344827586206897,0.0114942528735632,21714.3,21813.2,16801.4,21763.5,5,3,5,4,3.125,2.833333333,2.714285714,3.285714286,3.875,4.166666667,4.285714286,3.714285714,British,3,5,3,3,2,2,2,3,3,2,3,3,3,5,NA,0,NA,1,0,0.0344827586206897,21763.75,0,24432,24974,25381,21214,0.890788719711853,0.869476255305518,0.85943028249478,0.791995851795984
53,1B013  ,060213,SL       ,UK,19,Male,5,3,5,4,6,4,16,0.172413793103448,0.172413793103448,0.206896551724138,0.183908045977011,22848.1,23289.1,20037.5,23068.5,3,2,3,2.5,2.625,3.833333333,2.285714286,4,4.375,3.166666667,4.714285714,3,British,2,2,2,3,6,1,1,5,6,1,1,2,5,7,0.6,0.103448275862069,0.8,0.666666666666667,0.137931034482759,0.137931034482759,23068.6,5,24432,24974,25381,21214,0.9441961362148,0.914875470489309,0.917580079587093,0.944541340624116
54,1B014  ,120213,SL       ,UK,18,Male,1,1,7,6,5,3,13,0.0344827586206897,0.241379310344828,0.172413793103448,0.149425287356322,21929.3,22077.6,21579.4,22003.5,5,3,1,4,2.125,2.333333333,2.285714286,2.142857143,4.875,4.666666667,4.714285714,4.857142857,British,2,3,2,2,3,2,2,1,3,2,3,2,2,2,1,0.0344827586206897,0.857142857142857,0.6,0.206896551724138,0.103448275862069,22003.45,4,24432,24974,25381,21214,0.900599623444663,0.878085208616962,0.869847523738229,1.0172244744037
55,1B015  ,120213,SL       ,UK,19,Male,29,27,28,26,29,29,86,1,0.96551724137931,1,0.988505747126437,24456.7,25151.7,20816.4,24804.5,2,2,2,2,3.25,2.333333333,2.571428571,3.142857143,3.75,4.666666667,4.428571429,3.857142857,British,3,6,3,2,2,2,3,2,3,1,4,1,4,4,0.931034482758621,0.931034482758621,0.928571428571429,1,0.896551724137931,1,24804.2,28.5,24432,24974,25381,21214,1.01523411918795,0.979286457916233,0.990965682991214,0.981257660035825
56,1B016  ,120213,SL       ,UK,30,Male,10,10,2,2,7,5,19,0.344827586206897,0.0689655172413793,0.241379310344828,0.218390804597701,23992,25019.4,21841.7,24505.5,2,2,1,2,3,2.833333333,2,3.857142857,4,4.166666667,5,3.142857143,British,2,4,5,3,6,1,2,2,1,2,4,1,3,5,1,0.344827586206897,1,0.714285714285714,0.0689655172413793,0.172413793103448,24505.7,6,24432,24974,25381,21214,1.0030165356909,0.960679106270521,0.985753122414404,1.02958895069294
57,1B017  ,120213,SL       ,UK,33,Male,1,1,9,6,8,7,18,0.0344827586206897,0.310344827586207,0.275862068965517,0.206896551724138,22001.4,24480.2,20646.3,23240.5,5,2,3,3.5,2,3,2.571428571,2.285714286,5,4,4.428571429,4.714285714,British,2,1,2,2,1,1,5,1,3,1,2,3,5,5,1,0.0344827586206897,0.666666666666667,0.875,0.206896551724138,0.241379310344828,23240.8,5,24432,24974,25381,21214,0.951244269810085,0.880972211099544,0.964508884598716,0.973239370227208
58,1B018  ,120213,SL       ,UK,22,Male,3,3,8,6,7,7,18,0.103448275862069,0.275862068965517,0.241379310344828,0.206896551724138,24327.3,23548.6,21137.4,23938,2,2,2,2,4.125,2.166666667,3.285714286,3.285714286,2.875,4.833333333,3.714285714,3.714285714,British,6,5,5,2,1,2,3,1,1,1,5,4,7,3,1,0.103448275862069,0.75,1,0.206896551724138,0.241379310344828,23937.95,5.5,24432,24974,25381,21214,0.979778569089718,0.974105069272043,0.927804263031401,0.996389176958612
59,1B019  ,130213,SL       ,UK,22,Male,0,0,0,0,0,0,0,0,0,0,0,20916.5,21865.5,18550.5,21391.5,5,3,4,4,4.25,2,3.714285714,2.857142857,2.75,5,3.285714286,4.142857143,British,3,5,7,4,1,6,2,2,2,1,4,5,3,1,NA,0,NA,NA,0,0,21391,0,24432,24974,25381,21214,0.875532089063523,0.837531032273565,0.861490879003979,0.874446120486471
60,1B020  ,130213,SL       ,UK,19,Male,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,19865.4,22775.1,20951,21320,5,2,2,3.5,3.25,3.333333333,4.142857143,2.428571429,3.75,3.666666667,2.857142857,4.571428571,British,3,3,4,2,1,3,7,1,6,1,5,3,5,2,1,0.0344827586206897,NA,NA,0,0,21320.25,0.5,24432,24974,25381,21214,0.872636296660118,0.795443260991431,0.897328710452701,0.987602526633355
61,1B021  ,130213,SL       ,UK,21,Male,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,22000.7,17148.3,20036.4,19574.5,5,6,3,5.5,4,1.166666667,2.142857143,3.428571429,3,5.833333333,4.857142857,3.571428571,British,6,7,6,2,2,2,1,1,1,1,2,1,6,1,1,0.0344827586206897,NA,NA,0,0,19574.5,0.5,24432,24974,25381,21214,0.80118287491814,0.880944181949227,0.675635317757378,0.944489488073914
62,1B022  ,130213,SL       ,UK,25,Male,9,8,5,3,8,8,22,0.310344827586207,0.172413793103448,0.275862068965517,0.252873563218391,24364,23623.3,20373.3,23993.5,2,2,3,2,3.875,3.333333333,3,4.285714286,3.125,3.666666667,4,2.714285714,British,2,6,3,3,2,2,3,5,3,3,4,4,6,5,0.888888888888889,0.275862068965517,0.6,1,0.103448275862069,0.275862068965517,23993.65,7,24432,24974,25381,21214,0.982058366077276,0.975574597581485,0.930747409479532,0.960370510040539
63,1B023  ,130213,SL       ,UK,19,Male,3,3,2,2,4,1,9,0.103448275862069,0.0689655172413793,0.137931034482759,0.103448275862069,25667.5,24848.5,22111.3,25258.5,1,2,1,1.5,2.75,2.666666667,2.285714286,3.142857143,4.25,4.333333333,4.714285714,3.857142857,British,1,6,4,2,2,2,4,3,3,2,1,3,3,2,1,0.103448275862069,1,0.25,0.0689655172413793,0.0344827586206897,25258,2.5,24432,24974,25381,21214,1.03380812049771,1.02776887963482,0.979019739174973,1.0422975393608
64,1B024  ,130213,SL       ,UK,19,Male,0,0,1,0,5,4,6,0,0.0344827586206897,0.172413793103448,0.0689655172413793,21464.7,20952,19502.7,21208.5,5,4,3,4.5,2.5,3,2.428571429,3,4.5,4,4.571428571,4,British,2,3,3,2,2,2,3,3,3,4,3,2,2,4,NA,0,0,0.8,0,0.137931034482759,21208.35,0.5,24432,24974,25381,21214,0.868056237721022,0.859481861135581,0.825499389306962,0.919331573489205
65,1B025  ,130213,SL       ,UK,26,Male,0,0,0,0,0,0,0,0,0,0,0,23040.2,24211.9,19178.8,23626,3,2,3,2.5,3.625,4,3.571428571,4,3.375,3,3.428571429,3,British,3,2,3,4,6,3,2,6,5,3,5,3,3,5,NA,0,NA,NA,0,0,23626.05,0,24432,24974,25381,21214,0.967012524557957,0.922567470168976,0.95393798510697,0.904063354388611
66,1B026  ,130213,SL       ,UK,23,Male,6,5,0,0,1,1,7,0.206896551724138,0,0.0344827586206897,0.0804597701149425,24013.3,24321.2,20615.3,24167,2,2,3,2,3.5,4.166666667,1.714285714,5.857142857,3.5,2.833333333,5.285714286,1.142857143,British,2,6,3,1,7,1,2,6,3,6,2,1,7,6,0.833333333333333,0.172413793103448,NA,1,0,0.0344827586206897,24167.25,3,24432,24974,25381,21214,0.989163801571709,0.961531993273004,0.958244356014341,0.971778071085132
67,1B027  ,130213,SL       ,UK,19,Male,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,23135.5,23052.4,18795.8,23094,3,2,4,2.5,3.125,3.666666667,1.857142857,4.857142857,3.875,3.333333333,5.142857143,2.142857143,British,5,6,1,1,5,2,1,3,1,7,2,1,5,7,1,0.0344827586206897,NA,NA,0,0,23093.95,0.5,24432,24974,25381,21214,0.945233709888671,0.926383438776327,0.908254205902053,0.886009239181672
68,1B028  ,130213,SL       ,UK,20,Male,3,3,0,0,11,7,14,0.103448275862069,0,0.379310344827586,0.160919540229885,24135.6,25093.6,17899.3,24615,2,2,5,2,2.625,2.166666667,3,1.857142857,4.375,4.833333333,4,5.142857143,British,3,1,2,3,2,3,3,4,3,1,3,3,2,1,1,0.103448275862069,NA,0.636363636363636,0,0.241379310344828,24614.6,1.5,24432,24974,25381,21214,1.0074738048461,0.9664290862497,0.988676569087112,0.843749410766475
69,1B029  ,130213,SL       ,UK,18,Male,1,1,1,1,1,1,3,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,21140,21589.7,21272.2,21365,5,3,1,4,3.625,2.5,2.571428571,3.714285714,3.375,4.5,4.428571429,3.285714286,British,2,6,6,2,2,2,3,1,3,2,4,2,6,3,1,0.0344827586206897,1,1,0.0344827586206897,0.0344827586206897,21364.85,1,24432,24974,25381,21214,0.874461771447282,0.846480339553135,0.850624482880895,1.00274347129254
70,1B030  ,130213,SL       ,UK,21,Male,3,3,1,1,0,0,4,0.103448275862069,0.0344827586206897,0,0.0459770114942529,21423.6,21362,17435.1,21393,5,4,5,4.5,2.75,3.666666667,2.142857143,4.142857143,4.25,3.333333333,4.857142857,2.857142857,British,2,5,3,2,5,1,2,2,3,5,2,3,5,4,1,0.103448275862069,1,NA,0.0344827586206897,0,21392.8,2,24432,24974,25381,21214,0.875605762933857,0.857836149595579,0.841653205153461,0.821867634580937
71,1B031  ,130213,SL       ,UK,18,Male,0,0,0,0,0,0,0,0,0,0,0,21470.9,21211.6,18528.7,21341.5,5,4,4,4.5,1.875,2.666666667,2,2.428571429,5.125,4.333333333,5,4.571428571,British,2,1,2,2,1,1,1,2,2,4,2,4,3,4,NA,0,NA,NA,0,0,21341.25,0,24432,24974,25381,21214,0.873495825147348,0.859730119324097,0.835727512706355,0.873418497218818
72,1B032  ,130213,SL       ,UK,18,Male,12,12,14,14,22,20,48,0.413793103448276,0.482758620689655,0.758620689655172,0.551724137931034,25453.9,23580.9,20135.9,24517.5,1,2,3,1.5,4.25,3.166666667,3.428571429,4.142857143,2.75,3.833333333,3.571428571,2.857142857,British,5,3,5,6,7,3,2,3,3,3,4,1,5,3,1,0.413793103448276,1,0.909090909090909,0.482758620689655,0.689655172413793,24517.4,13,24432,24974,25381,21214,1.00349541584807,1.01921598462401,0.929076868523699,0.949179786933157
73,1B033  ,140213,SL       ,UK,20,Male,7,7,6,6,7,7,20,0.241379310344828,0.206896551724138,0.241379310344828,0.229885057471264,24594.7,24591.3,20660,24593,2,2,3,2,2.25,2.333333333,1.857142857,2.714285714,4.75,4.666666667,5.142857143,4.285714286,British,2,3,3,1,5,2,3,2,2,2,2,1,3,1,1,0.241379310344828,1,1,0.206896551724138,0.241379310344828,24593,6.5,24432,24974,25381,21214,1.0065897184021,0.984812204692881,0.968886174697608,0.973885170170642
74,1B034  ,140213,SL       ,UK,19,Male,2,2,1,0,0,0,3,0.0689655172413793,0.0344827586206897,0,0.0344827586206897,21818.9,23681.3,19862.4,22750,5,2,3,3.5,3.125,1.666666667,2,3,3.875,5.333333333,5,4,British,3,6,3,2,2,1,1,1,2,1,3,2,6,2,1,0.0689655172413793,0,NA,0,0,22750.1,1.5,24432,24974,25381,21214,0.931159954158481,0.873664611195644,0.933032583428549,0.936287357405487
75,1B035  ,140213,SL       ,UK,20,Male,6,5,11,10,13,12,30,0.206896551724138,0.379310344827586,0.448275862068966,0.344827586206897,23995.2,24221.9,20275.5,24108.5,2,2,3,2,3.75,2.833333333,3,3.714285714,3.25,4.166666667,4,3.285714286,British,5,2,5,3,3,2,2,3,2,5,5,2,5,3,0.833333333333333,0.172413793103448,0.909090909090909,0.923076923076923,0.344827586206897,0.413793103448276,24108.55,8.5,24432,24974,25381,21214,0.986761214800262,0.96080723952911,0.954331980615421,0.9557603469407
76,1B036  ,140213,SL       ,UK,20,Male,7,6,4,4,5,5,16,0.241379310344828,0.137931034482759,0.172413793103448,0.183908045977011,23709.9,23065.8,20194.1,23388,2,2,3,2,2.375,1.666666667,1.714285714,2.428571429,4.625,5.333333333,5.285714286,4.571428571,British,2,3,3,2,1,1,2,1,1,1,2,2,5,3,0.857142857142857,0.206896551724138,1,1,0.137931034482759,0.172413793103448,23387.85,5.5,24432,24974,25381,21214,0.957263015717092,0.949383358693041,0.908782159883377,0.9519232582257
77,2C001  ,040213,SL       ,CI,19,Female,3,2,1,0,4,4,8,0.103448275862069,0.0344827586206897,0.137931034482759,0.0919540229885057,21583.3,23177.7,18468.5,22380.5,2,2,2,2,2.875,2.333333333,2,3.285714286,4.125,4.666666667,5,3.714285714,Chinese Immigrant,2,5,4,2,2,2,2,2,3,2,2,1,4,4,0.666666666666667,0.0689655172413793,0,1,0,0.137931034482759,22380.5,2,22846,22765,24308,18951,0.979624441915434,0.948091368328575,0.953500905051835,0.974539602131814
78,2C002  ,040213,SL       ,CI,20,Female,3,2,3,2,10,3,16,0.103448275862069,0.103448275862069,0.344827586206897,0.183908045977011,20280.5,23234.4,17077.3,21757.5,4,2,4,3,1.75,1.833333333,1.285714286,2.285714286,5.25,5.166666667,5.714285714,4.714285714,Chinese Immigrant,1,4,4,1,1,1,3,1,1,2,1,1,1,3,0.666666666666667,0.0689655172413793,0.666666666666667,0.3,0.0689655172413793,0.103448275862069,21757.45,3,22846,22765,24308,18951,0.952352709445855,0.890863167142543,0.955833470462399,0.901129228009076
79,2C003  ,040213,SL       ,CI,19,Female,6,6,6,4,4,4,16,0.206896551724138,0.206896551724138,0.137931034482759,0.183908045977011,21612.1,23151.2,19674.2,22381.5,2,2,1,2,2.5,3.833333333,2.714285714,3.428571429,4.5,3.166666667,4.285714286,3.571428571,Chinese Immigrant,2,3,3,1,2,2,5,2,3,6,2,4,5,3,1,0.206896551724138,0.666666666666667,1,0.137931034482759,0.137931034482759,22381.65,6,22846,22765,24308,18951,0.979674778954741,0.949356468262684,0.952410728978114,1.03816157458709
80,2C004  ,040213,SL       ,CI,19,Female,7,4,11,8,21,19,39,0.241379310344828,0.379310344827586,0.724137931034483,0.448275862068966,23008.5,22168.7,17929.4,22589,1,3,3,2,3.125,1.5,1.857142857,3,3.875,5.5,5.142857143,4,Chinese Immigrant,2,5,3,1,2,3,1,3,2,2,3,1,5,1,0.571428571428571,0.137931034482759,0.727272727272727,0.904761904761905,0.275862068965517,0.655172413793103,22588.6,9,22846,22765,24308,18951,0.988733257463013,1.01069624423457,0.911991936810926,0.946092554482613
81,2C005  ,040213,SL       ,CI,19,Female,10,8,5,5,10,6,25,0.344827586206897,0.172413793103448,0.344827586206897,0.28735632183908,21490.3,23073.2,18529.4,22281.5,2,2,2,2,1.875,2.5,1.571428571,2.714285714,5.125,4.5,5.428571429,4.285714286,Chinese Immigrant,1,2,1,1,3,1,1,4,3,2,2,2,3,4,0.8,0.275862068965517,1,0.6,0.172413793103448,0.206896551724138,22281.75,7.5,22846,22765,24308,18951,0.97530202223584,0.944006149791346,0.949201908836597,0.977753152867923
82,2C006  ,050213,SL       ,CI,20,Female,0,0,5,5,10,7,15,0,0.172413793103448,0.344827586206897,0.172413793103448,22750.2,23951.7,17862.3,23351,2,2,3,2,4.375,2.5,2.857142857,4.285714286,2.625,4.5,4.142857143,2.714285714,Chinese Immigrant,5,6,4,3,7,3,1,4,2,1,4,2,6,2,NA,0,1,0.7,0.172413793103448,0.241379310344828,23350.95,2.5,22846,22765,24308,18951,1.02210233738948,0.999349879200527,0.985342274148429,0.942551844229856
83,2C007  ,050213,SL       ,CI,20,Female,18,18,25,21,23,18,66,0.620689655172414,0.862068965517241,0.793103448275862,0.758620689655172,21591.1,24099,18913.5,22845,2,2,2,2,3.375,2.166666667,2.571428571,3.142857143,3.625,4.833333333,4.428571429,3.857142857,Chinese Immigrant,6,2,5,2,4,2,1,1,4,2,2,1,7,1,1,0.620689655172414,0.84,0.782608695652174,0.724137931034483,0.620689655172414,22845.05,21.5,22846,22765,24308,18951,0.999958417228399,0.948433999560729,0.991402007569524,0.998021212600918
84,2C008  ,050213,SL       ,CI,20,Female,4,4,4,4,6,4,14,0.137931034482759,0.137931034482759,0.206896551724138,0.160919540229885,22431.3,22233,17136.5,22332,2,3,4,2.5,2.125,3,2.142857143,2.857142857,4.875,4,4.857142857,4.142857143,Chinese Immigrant,2,2,3,1,2,1,2,5,6,3,1,2,2,3,1,0.137931034482759,1,0.666666666666667,0.137931034482759,0.137931034482759,22332.15,4,22846,22765,24308,18951,0.977508097697628,0.985341533055129,0.91463715649169,0.904253073716427
85,2C009  ,050213,SL       ,CI,20,Female,7,5,2,2,9,5,18,0.241379310344828,0.0689655172413793,0.310344827586207,0.206896551724138,20300.3,22322.5,17279.4,21311.5,4,3,4,3.5,2.75,2,2,2.857142857,4.25,5,5,4.142857143,Chinese Immigrant,3,3,2,2,2,1,2,4,3,2,2,1,5,2,0.714285714285714,0.172413793103448,1,0.555555555555556,0.0689655172413793,0.172413793103448,21311.4,4.5,22846,22765,24308,18951,0.932828503895649,0.891732923347244,0.918319071910482,0.911793572898528
86,2C010  ,050213,SL       ,CI,20,Female,8,8,1,1,6,6,15,0.275862068965517,0.0344827586206897,0.206896551724138,0.172413793103448,22429.7,21919.8,18594,22175,2,3,2,2.5,2.25,2.333333333,2.285714286,2.285714286,4.75,4.666666667,4.714285714,4.714285714,Chinese Immigrant,1,3,2,1,3,3,4,2,3,2,3,1,3,1,1,0.275862068965517,1,1,0.0344827586206897,0.206896551724138,22174.75,4.5,22846,22765,24308,18951,0.970618489013394,0.985271249725456,0.901752509461906,0.981161943960741
87,2C011  ,060213,SL       ,CI,19,Female,4,4,4,4,17,14,25,0.137931034482759,0.137931034482759,0.586206896551724,0.28735632183908,21388.9,23742.9,17838.5,22566,2,2,3,2,1.75,3.166666667,2.142857143,2.571428571,5.25,3.833333333,4.857142857,4.428571429,Chinese Immigrant,1,2,2,1,2,1,4,3,5,4,2,1,2,3,1,0.137931034482759,1,0.823529411764706,0.137931034482759,0.482758620689655,22565.9,4,22846,22765,24308,18951,0.987739648078438,0.939551943773336,0.976752509461906,0.941295973827239
88,2C012  ,060213,SL       ,CI,21,Female,12,12,14,14,2,1,28,0.413793103448276,0.482758620689655,0.0689655172413793,0.32183908045977,21810.1,23806.1,20353.5,22808,2,2,1,2,2.375,2.5,1.714285714,3.142857143,4.625,4.5,5.285714286,3.857142857,Chinese Immigrant,6,5,3,1,3,1,1,1,1,6,1,1,1,3,1,0.413793103448276,1,0.5,0.482758620689655,0.0344827586206897,22808.1,13,22846,22765,24308,18951,0.998341066269806,0.958054030309686,0.97935247655093,1.07400664872566
89,2C013  ,060213,SL       ,CI,19,Female,10,10,9,9,9,8,28,0.344827586206897,0.310344827586207,0.310344827586207,0.32183908045977,20385.1,23936.5,18679.4,22161,3,2,2,2.5,2.625,3,2.857142857,2.714285714,4.375,4,4.142857143,4.285714286,Chinese Immigrant,2,2,2,3,3,3,3,3,2,3,3,4,3,3,1,0.344827586206897,1,0.888888888888889,0.310344827586207,0.275862068965517,22160.8,9.5,22846,22765,24308,18951,0.970007878840935,0.895457939819899,0.98471696560803,0.98566830246425
90,2C014  ,060213,SL       ,CI,19,Female,4,4,4,4,6,6,14,0.137931034482759,0.137931034482759,0.206896551724138,0.160919540229885,20892.5,22058.3,20191.3,21475.5,3,3,1,3,2.25,3.166666667,2.428571429,2.857142857,4.75,3.833333333,4.571428571,4.142857143,Chinese Immigrant,2,2,3,2,5,2,2,2,3,4,3,3,2,2,1,0.137931034482759,1,1,0.137931034482759,0.206896551724138,21475.4,4,22846,22765,24308,18951,0.940007003414164,0.917746540742368,0.907450222149087,1.06544773362883
91,2C015  ,060213,SL       ,CI,21,Female,15,15,6,5,10,6,31,0.517241379310345,0.206896551724138,0.344827586206897,0.35632183908046,22361.5,24242.3,17376,23302,2,2,3,2,2.25,2.166666667,1.714285714,2.714285714,4.75,4.833333333,5.285714286,4.285714286,Chinese Immigrant,2,2,3,2,3,1,2,2,1,3,3,1,3,3,1,0.517241379310345,0.833333333333333,0.6,0.172413793103448,0.206896551724138,23301.9,10.5,22846,22765,24308,18951,1.0199553532347,0.982275422798155,0.997297186111568,0.916890929238563
92,2C016  ,060213,SL       ,CI,18,Female,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,20008.8,21420.1,16571.4,20714.5,4,4,5,4,3.5,2.833333333,2,4.428571429,3.5,4.166666667,5,2.571428571,Chinese Immigrant,2,5,4,1,4,3,1,2,1,4,5,1,6,6,1,0.0344827586206897,NA,NA,0,0,20714.45,0.5,22846,22765,24308,18951,0.906699203361639,0.878928179222491,0.881195491196314,0.874434066803863
93,2C017  ,060213,SL       ,CI,19,Female,5,2,0,0,0,0,5,0.172413793103448,0,0,0.0574712643678161,15987.2,20199.1,22256.1,18093,6,6,1,6,4,3,2.857142857,4.285714286,3,4,4.142857143,2.714285714,Chinese Immigrant,5,5,6,4,5,2,3,3,1,3,2,3,5,3,0.4,0.0689655172413793,NA,NA,0,0,18093.15,2.5,22846,22765,24308,18951,0.791961393679419,0.702271030090051,0.830965114365641,1.17440240620548
94,2C018  ,120213,SL       ,CI,19,Female,6,6,0,0,0,0,6,0.206896551724138,0,0,0.0689655172413793,21635.6,24349.1,19433.5,22992.5,2,1,1,1.5,3.875,2.333333333,3,3.428571429,3.125,4.666666667,4,3.571428571,Chinese Immigrant,6,3,5,3,3,5,1,1,3,2,2,1,6,4,1,0.206896551724138,NA,NA,0,0,22992.35,3,22846,22765,24308,18951,1.0064059353935,0.950388754667252,1.00169080138226,1.02546039786819
95,2C019  ,120213,SL       ,CI,20,Female,10,10,6,5,7,7,23,0.344827586206897,0.206896551724138,0.241379310344828,0.264367816091954,21552,22659.3,18425.5,22105.5,2,3,3,2.5,2,2.666666667,2.428571429,2.142857143,5,4.333333333,4.571428571,4.857142857,Chinese Immigrant,3,2,2,2,3,1,3,2,2,1,2,4,2,3,1,0.344827586206897,0.833333333333333,1,0.172413793103448,0.241379310344828,22105.65,8,22846,22765,24308,18951,0.967593889521142,0.946716450691852,0.932174592726674,0.972270592580866
96,2C020  ,120213,SL       ,CI,18,Female,4,3,1,1,2,2,7,0.137931034482759,0.0344827586206897,0.0689655172413793,0.0804597701149425,21910.2,22387.4,19109,22148.5,2,3,1,2.5,3.75,3,2.714285714,4.142857143,3.25,4,4.285714286,2.857142857,Chinese Immigrant,2,6,4,2,6,4,2,5,3,1,3,3,4,3,0.75,0.103448275862069,1,1,0.0344827586206897,0.0689655172413793,22148.8,2.5,22846,22765,24308,18951,0.969482622778605,0.962451131122337,0.920988974823104,1.00833729090813
97,2C021  ,120213,SL       ,CI,19,Female,4,4,4,4,8,3,16,0.137931034482759,0.137931034482759,0.275862068965517,0.183908045977011,21612.5,23889.4,18793.6,22751,2,2,2,2,2.5,3.5,2.714285714,3.142857143,4.5,3.5,4.285714286,3.857142857,Chinese Immigrant,2,2,2,2,3,2,3,4,5,3,2,3,4,4,1,0.137931034482759,1,0.375,0.137931034482759,0.103448275862069,22750.95,4,22846,22765,24308,18951,0.995839534272958,0.949374039095102,0.982779331907191,0.991694369690254
98,2C022  ,120213,SL       ,CI,18,Female,11,10,5,4,5,4,21,0.379310344827586,0.172413793103448,0.172413793103448,0.241379310344828,22169.9,24347.3,18571.6,23258.5,2,1,2,1.5,3.25,1.5,2.714285714,2.285714286,3.75,5.5,4.285714286,4.714285714,Chinese Immigrant,5,3,5,4,1,3,1,2,3,1,2,1,2,2,0.909090909090909,0.344827586206897,0.8,0.8,0.137931034482759,0.137931034482759,23258.6,8,22846,22765,24308,18951,1.01806005427646,0.973858994069844,1.00161675168669,0.979979948287689
99,2C023  ,120213,SL       ,CI,20,Female,0,0,0,0,26,17,26,0,0,0.896551724137931,0.298850574712644,16801,19684.9,17996.1,18243,6,6,3,6,3.25,2.5,2.142857143,3.714285714,3.75,4.5,4.857142857,3.285714286,Chinese Immigrant,3,4,5,3,3,2,1,2,2,2,3,1,4,6,NA,0,NA,0.653846153846154,0,0.586206896551724,18242.95,0,22846,22765,24308,18951,0.798518340190843,0.73801888864485,0.809811584663485,0.94961215766978
