subject,date,group,culture,age,sex,season1_copies,s1_copybest,season2_copies,s2_copybest,season3_copies,s3_copybest,total_copies,copy_frequency_s1,copy_frequency_s2,copy_frequency_s3,copy_frequency_all,score_season1,score_season2,score_season3,score_s1_s2_averaged,rank_season1,rank_season2,rank_season3,rank_s1_s2_averaged,collectivist_average,individualist_average,horizontal_average,vertical_average,collectivist_reversed,individualist_reversed,horizontal_reversed,vertical_reversed,culture_numeric,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,s1_copybest_propofcopies,s1_copybest_propof29,s2_copybest_propofcopies,s3_copybest_propofcopies,s2_copybest_propof29,s3_copybest_propof29,s1s2_score,s1s2_copies,best_dem_S1S2,best_dem_S1,best_dem_S2,best_dem_S3,s1s2_score_weighted,s1_score_weighted,s2_score_weighted,s3_score_weighted
100,2C024  ,130213,SL       ,CI,18,Female,11,10,10,10,4,4,25,0.379310344827586,0.344827586206897,0.137931034482759,0.28735632183908,22392.5,24096.7,19370.3,23245,2,2,1,2,1.625,4.333333333,2.428571429,3.142857143,5.375,2.666666667,4.571428571,3.857142857,Chinese Immigrant,2,1,2,1,6,1,5,2,3,5,2,3,2,4,0.909090909090909,0.344827586206897,1,1,0.344827586206897,0.137931034482759,23244.6,10.5,22846,22765,24308,18951,1.01744725553707,0.983637162310564,0.99130738851407,1.02212548150493
101,2C025  ,130213,SL       ,CI,19,Female,8,8,6,4,12,10,26,0.275862068965517,0.206896551724138,0.413793103448276,0.298850574712644,21606.7,22572.1,18228,22089.5,2,3,3,2.5,2.25,2,2.571428571,1.714285714,4.75,5,4.428571429,5.285714286,Chinese Immigrant,3,2,3,2,1,2,3,2,5,1,2,1,2,1,1,0.275862068965517,0.666666666666667,0.833333333333333,0.137931034482759,0.344827586206897,22089.4,7,22846,22765,24308,18951,0.966882605270069,0.949119262025038,0.928587296363337,0.961848978945702
102,2C026  ,130213,SL       ,CI,19,Female,1,0,0,0,2,1,3,0.0344827586206897,0,0.0689655172413793,0.0344827586206897,19905.5,19102.9,14641.3,19504.5,4,6,5,5,2.5,3,2,3.428571429,4.5,4,5,3.571428571,Chinese Immigrant,3,5,2,1,4,2,1,3,3,5,2,2,2,3,0,0,NA,0.5,0,0.0344827586206897,19504.2,0.5,22846,22765,24308,18951,0.853724940908693,0.874390511750494,0.785868849761395,0.772587198564719
103,2C027  ,130213,SL       ,CI,20,Female,8,8,5,2,8,5,21,0.275862068965517,0.172413793103448,0.275862068965517,0.241379310344828,20668.4,22197.7,16454.3,21433,3,3,5,3,3.25,3.166666667,2.571428571,3.857142857,3.75,3.833333333,4.428571429,3.142857143,Chinese Immigrant,2,5,5,2,5,3,3,4,5,2,2,1,3,3,1,0.275862068965517,0.4,0.625,0.0689655172413793,0.172413793103448,21433.05,6.5,22846,22765,24308,18951,0.938153287227524,0.907902481880079,0.913184959684055,0.86825497335233
104,2C028  ,130213,SL       ,CI,19,Female,2,2,0,0,2,0,4,0.0689655172413793,0,0.0689655172413793,0.0459770114942529,17740.3,18462.4,16501.4,18101,6,6,5,6,1.75,1.833333333,1.571428571,2,5.25,5.166666667,5.428571429,5,Chinese Immigrant,1,3,2,1,2,1,3,2,2,1,1,2,3,1,1,0.0689655172413793,NA,0,0,0,18101.35,1,22846,22765,24308,18951,0.792320318655344,0.779279595870854,0.759519499753168,0.870740330325577
105,2C029  ,140213,SL       ,CI,19,Female,4,4,6,6,4,4,14,0.137931034482759,0.206896551724138,0.137931034482759,0.160919540229885,22055.5,22648.1,19704.3,22352,2,3,1,2.5,5.125,2.5,3,5,1.875,4.5,4,2,Chinese Immigrant,6,7,5,3,2,3,1,5,1,5,6,1,6,5,1,0.137931034482759,1,1,0.206896551724138,0.137931034482759,22351.8,5,22846,22765,24308,18951,0.978368204499694,0.968833735998243,0.931713839065328,1.03974988127276
106,2C030  ,180213,SL       ,CI,19,Female,8,5,1,1,5,4,14,0.275862068965517,0.0344827586206897,0.172413793103448,0.160919540229885,21236.9,26271.8,18719.1,23754.5,2,1,2,1.5,3,2.833333333,3.142857143,2.714285714,4,4.166666667,3.857142857,4.285714286,Chinese Immigrant,2,2,3,3,4,2,2,2,5,1,5,3,5,2,0.625,0.172413793103448,1,0.8,0.0344827586206897,0.137931034482759,23754.35,4.5,22846,22765,24308,18951,1.03975969535148,0.932875027454426,1.08078821787066,0.987763178724078
107,2C031  ,180213,SL       ,CI,19,Female,1,1,5,5,1,1,7,0.0344827586206897,0.172413793103448,0.0344827586206897,0.0804597701149425,20159.1,21705.7,20543.2,20932.5,4,3,1,3.5,3.75,2.166666667,2.285714286,3.857142857,3.25,4.833333333,4.714285714,3.142857143,Chinese Immigrant,3,5,6,3,2,3,1,2,2,4,3,1,5,3,1,0.0344827586206897,1,1,0.172413793103448,0.0344827586206897,20932.4,3,22846,22765,24308,18951,0.916239166593715,0.885530419503624,0.892944709560639,1.08401667458182
108,2C032  ,250213,SL       ,CI,21,Female,0,0,0,0,0,0,0,0,0,0,0,22870.8,21405.5,18166.4,22138.5,1,4,3,2.5,2.75,2.666666667,2.571428571,2.857142857,4.25,4.333333333,4.428571429,4.142857143,Chinese Immigrant,3,3,3,3,3,2,2,2,3,3,3,2,3,3,NA,0,NA,NA,0,0,22138.15,0,22846,22765,24308,18951,0.969016458023286,1.00464748517461,0.880594865887774,0.95859849084481
109,2C033  ,260213,SL       ,CI,19,Female,2,1,0,0,0,0,2,0.0689655172413793,0,0,0.0229885057471264,18344.9,19838.1,19982.4,19091.5,6,6,1,6,3.125,3.5,3,3.571428571,3.875,3.5,4,3.428571429,Chinese Immigrant,5,3,3,3,6,2,3,1,3,2,2,3,6,4,0.5,0.0344827586206897,NA,NA,0,0,19091.5,1,22846,22765,24308,18951,0.83566050949838,0.805837909070942,0.816114036531183,1.05442456862435
110,2C034  ,260213,SL       ,CI,19,Female,6,6,5,5,6,5,17,0.206896551724138,0.172413793103448,0.206896551724138,0.195402298850575,20246.7,23807,17982.8,22027,4,2,3,3,3.5,2.5,2.857142857,3.285714286,3.5,4.5,4.142857143,3.714285714,Chinese Immigrant,3,2,5,4,4,3,3,3,3,1,2,2,6,2,1,0.206896551724138,1,0.833333333333333,0.172413793103448,0.172413793103448,22026.85,5.5,22846,22765,24308,18951,0.964144708045172,0.889378431803207,0.979389501398716,0.948910347738906
111,2C035  ,260213,SL       ,CI,19,Female,6,4,2,2,5,5,13,0.206896551724138,0.0689655172413793,0.172413793103448,0.149425287356322,19507.5,22250.2,17472.1,20879,5,3,3,4,2.5,2.833333333,2.428571429,2.857142857,4.5,4.166666667,4.571428571,4.142857143,Chinese Immigrant,3,2,4,2,5,2,2,2,2,2,2,4,3,2,0.666666666666667,0.137931034482759,1,1,0.0689655172413793,0.172413793103448,20878.85,4,22846,22765,24308,18951,0.913895211415565,0.856907533494399,0.915344742471614,0.92196190174661
112,2C036  ,270213,SL       ,CI,18,Female,10,10,12,11,14,11,36,0.344827586206897,0.413793103448276,0.482758620689655,0.413793103448276,21708.2,24196,18587.8,22952,2,2,2,2,4.125,2.333333333,2.857142857,3.857142857,2.875,4.666666667,4.142857143,3.142857143,Chinese Immigrant,4,6,4,2,2,2,4,4,1,3,5,2,6,2,1,0.344827586206897,0.916666666666667,0.785714285714286,0.379310344827586,0.379310344827586,22952.1,11,22846,22765,24308,18951,1.00464413901777,0.953577860751153,0.995392463386539,0.980834784444093
113,2C037  ,280213,SL       ,CI,22,Female,6,5,6,5,6,6,18,0.206896551724138,0.206896551724138,0.206896551724138,0.206896551724138,19418.8,23413,18471.6,21416,5,2,2,3.5,5.25,3.333333333,4.428571429,4.428571429,1.75,3.666666667,2.571428571,2.571428571,Chinese Immigrant,6,6,5,7,7,7,7,7,1,2,2,1,2,2,0.833333333333333,0.172413793103448,0.833333333333333,1,0.172413793103448,0.206896551724138,21415.9,6,22846,22765,24308,18951,0.937402608771776,0.853011201405667,0.963180845812078,0.974703181890138
114,2C038  ,280213,SL       ,CI,23,Female,0,0,3,1,4,4,7,0,0.103448275862069,0.137931034482759,0.0804597701149425,23265.3,24383,16418.4,23824,1,1,5,1,1.75,1.833333333,2,1.571428571,5.25,5.166666667,5,5.428571429,Chinese Immigrant,2,4,1,1,1,2,2,2,3,1,1,3,1,1,NA,0,0.333333333333333,1,0.0344827586206897,0.137931034482759,23824.15,1.5,22846,22765,24308,18951,1.04281493478071,1.02197671864705,1.00308540398223,0.866360614215609
115,2C039  ,290213,SL       ,CI,22,Female,5,5,2,2,1,1,8,0.172413793103448,0.0689655172413793,0.0344827586206897,0.0919540229885057,20561.7,24180.6,21298.1,22371.5,3,2,1,2.5,2.875,2.666666667,1.857142857,3.714285714,4.125,4.333333333,5.142857143,3.285714286,Chinese Immigrant,3,5,4,2,4,1,2,2,2,3,1,2,5,3,1,0.172413793103448,1,1,0.0689655172413793,0.0344827586206897,22371.15,3.5,22846,22765,24308,18951,0.979215179900201,0.903215462332528,0.994758927102188,1.12385098411693
116,2C040  ,280213,SL       ,CI,23,Female,0,0,18,15,3,2,21,0,0.620689655172414,0.103448275862069,0.241379310344828,22436.1,23968.3,20051.6,23202,2,2,1,2,2.25,2.166666667,2,2.428571429,4.75,4.833333333,5,4.571428571,Chinese Immigrant,5,1,3,2,5,2,2,1,1,1,1,1,3,3,NA,0,0.833333333333333,0.666666666666667,0.517241379310345,0.0689655172413793,23202.2,9,22846,22765,24308,18951,1.01559135078351,0.985552383044147,0.986025176896495,1.05807609097145
117,2C041  ,280213,SL       ,CI,29,Female,9,9,2,2,11,6,22,0.310344827586207,0.0689655172413793,0.379310344827586,0.252873563218391,21917.1,23421.6,19691.8,22669.5,2,2,1,2,1.375,1.333333333,1.428571429,1.285714286,5.625,5.666666667,5.571428571,5.714285714,Chinese Immigrant,2,1,1,3,1,1,1,1,1,2,1,1,1,2,1,0.310344827586207,1,0.545454545454545,0.0689655172413793,0.206896551724138,22669.35,5.5,22846,22765,24308,18951,0.992267793049111,0.962754227981551,0.96353463880204,1.03909028547306
118,2C042  ,280213,SL       ,CI,24,Female,3,2,6,6,0,0,9,0.103448275862069,0.206896551724138,0,0.103448275862069,23405.4,22514.8,21147.3,22960,1,3,1,2,3.375,2.833333333,3.285714286,3,3.625,4.166666667,3.714285714,4,Chinese Immigrant,6,3,4,2,2,3,3,4,5,2,2,2,3,3,0.666666666666667,0.0689655172413793,1,NA,0.206896551724138,0,22960.1,4.5,22846,22765,24308,18951,1.00499430972599,1.02813090270152,0.926230047720915,1.11589362038943
119,2C043  ,280213,SL       ,CI,23,Female,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,21544.8,23841.6,20173.4,22693.5,2,2,1,2,1.875,2.333333333,1.714285714,2.428571429,5.125,4.666666667,5.285714286,4.571428571,Chinese Immigrant,3,2,4,1,2,1,2,1,2,1,1,2,2,5,1,0.0344827586206897,NA,NA,0,0,22693.2,0.5,22846,22765,24308,18951,0.993311739472993,0.946400175708324,0.980812901102518,1.06450319244367
120,2C044  ,280213,SL       ,CI,23,Female,12,11,9,9,7,5,28,0.413793103448276,0.310344827586207,0.241379310344828,0.32183908045977,22039.8,23746.7,20101.6,22893.5,2,2,1,2,2,1.333333333,1.714285714,1.714285714,5,5.666666667,5.285714286,5.285714286,Chinese Immigrant,3,2,2,1,1,1,2,2,2,1,2,1,3,1,0.916666666666667,0.379310344827586,1,0.714285714285714,0.310344827586207,0.172413793103448,22893.25,10.5,22846,22765,24308,18951,1.00206819574543,0.968144080825829,0.976908836597005,1.06071447417023
121,2C045  ,050313,SL       ,CI,23,Female,9,8,5,4,4,4,18,0.310344827586207,0.172413793103448,0.137931034482759,0.206896551724138,21196.3,25925.4,20503.1,23560.5,2,1,1,1.5,3.25,4.5,3.857142857,3.714285714,3.75,2.5,3.142857143,3.285714286,Chinese Immigrant,3,5,7,2,5,1,7,1,7,2,2,5,5,1,0.888888888888889,0.275862068965517,0.8,1,0.137931034482759,0.137931034482759,23560.85,7,22846,22765,24308,18951,1.03128994134641,0.93109158796398,1.06653776534474,1.0819006912564
122,2C046  ,050313,SL       ,CI,23,Female,1,1,13,12,13,8,27,0.0344827586206897,0.448275862068966,0.448275862068966,0.310344827586207,24057,24244.4,19370.4,24150.5,1,2,1,1.5,2.125,3.166666667,2.857142857,2.285714286,4.875,3.833333333,4.142857143,4.714285714,Chinese Immigrant,3,2,3,1,3,2,6,1,3,2,2,3,3,2,1,0.0344827586206897,0.923076923076923,0.615384615384615,0.413793103448276,0.275862068965517,24150.7,7,22846,22765,24308,18951,1.05710846537687,1.05675378871074,0.997383577423071,1.02213075827133
123,2C047  ,050313,SL       ,CI,20,Female,12,11,10,9,9,7,31,0.413793103448276,0.344827586206897,0.310344827586207,0.35632183908046,21317.6,23347.6,19693.1,22333,2,2,1,2,3.375,2.833333333,2.857142857,3.428571429,3.625,4.166666667,4.142857143,3.571428571,Chinese Immigrant,3,2,6,1,4,4,3,5,1,1,2,6,4,2,0.916666666666667,0.379310344827586,0.9,0.777777777777778,0.310344827586207,0.241379310344828,22332.6,11,22846,22765,24308,18951,0.977527794799965,0.936419942894795,0.960490373539575,1.03915888343623
124,2C048  ,050313,SL       ,CI,18,Female,8,7,6,6,1,1,15,0.275862068965517,0.206896551724138,0.0344827586206897,0.172413793103448,21105.8,23858,22423,22482,2,2,1,2,3.5,3.166666667,3.285714286,3.428571429,3.5,3.833333333,3.714285714,3.571428571,Chinese Immigrant,5,2,3,2,2,3,4,4,3,3,4,2,5,5,0.875,0.241379310344828,1,1,0.206896551724138,0.0344827586206897,22481.9,7,22846,22765,24308,18951,0.984062855642126,0.927116187129365,0.981487576106632,1.18320932932299
125,1C001  ,040213,SL       ,CI,24,Male,3,3,0,0,0,0,3,0.103448275862069,0,0,0.0344827586206897,22680.6,22782.9,18762.9,22732,2,3,2,2.5,3,2.333333333,2.857142857,2.571428571,4,4.666666667,4.142857143,4.428571429,Chinese Immigrant,2,3,5,2,1,3,5,3,4,2,3,1,3,1,1,0.103448275862069,NA,NA,0,0,22731.75,1.5,22846,22765,24308,18951,0.994999124573229,0.996292554359763,0.937259338489386,0.990074402406206
126,1C002  ,040213,SL       ,CI,24,Male,7,4,3,3,2,0,12,0.241379310344828,0.103448275862069,0.0689655172413793,0.137931034482759,22381.5,23638.4,22265.5,23010,2,2,1,2,2.375,1.666666667,2.142857143,2,4.625,5.333333333,4.857142857,5,Chinese Immigrant,4,2,3,2,2,2,1,2,2,1,2,2,2,2,0.571428571428571,0.137931034482759,1,0,0.103448275862069,0,23009.95,5,22846,22765,24308,18951,1.00717631095159,0.983153964419064,0.972453513246668,1.17489842224685
127,1C003  ,060213,SL       ,CI,19,Male,3,3,3,3,0,0,6,0.103448275862069,0.103448275862069,0,0.0689655172413793,20609.5,23334.5,18322.7,21972.5,3,2,3,2.5,3.125,2.666666667,2.714285714,3.142857143,3.875,4.333333333,4.285714286,3.857142857,Chinese Immigrant,4,3,5,1,3,2,2,2,4,2,3,3,5,2,1,0.103448275862069,1,NA,0.103448275862069,0,21972,3,22846,22765,24308,18951,0.961743850126937,0.905315176806501,0.95995145631068,0.966846076724183
128,1C004  ,060213,SL       ,CI,19,Male,25,25,29,28,29,23,83,0.862068965517241,1,1,0.954022988505747,22312.9,24060.3,20292.5,23186.5,2,2,1,2,2.75,1.833333333,1.714285714,3,4.25,5.166666667,5.285714286,4,Chinese Immigrant,5,5,2,1,2,1,1,2,2,3,1,1,5,2,1,0.862068965517241,0.96551724137931,0.793103448275862,0.96551724137931,0.793103448275862,23186.6,27,22846,22765,24308,18951,1.01490851790248,0.980140566659346,0.989809939114695,1.07078782122315
129,1C005  ,120213,SL       ,CI,19,Male,10,10,3,3,2,2,15,0.344827586206897,0.103448275862069,0.0689655172413793,0.172413793103448,21335.1,23695.9,20323.5,22515.5,2,2,1,2,3.625,2,2.428571429,3.428571429,3.375,5,4.571428571,3.571428571,Chinese Immigrant,3,5,4,4,2,3,2,2,1,2,2,2,6,3,1,0.344827586206897,1,1,0.103448275862069,0.0689655172413793,22515.5,6.5,22846,22765,24308,18951,0.985533572616651,0.93718866681309,0.974818989633043,1.0724236188064
130,1C006  ,130213,SL       ,CI,20,Male,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,24279.3,23409.1,21390.4,23844,1,2,1,1.5,2,1.666666667,1.285714286,2.428571429,5,5.333333333,5.714285714,4.571428571,Chinese Immigrant,1,3,2,2,1,1,1,3,1,1,2,1,2,5,1,0.0344827586206897,NA,NA,0,0,23844.2,0.5,22846,22765,24308,18951,1.04369255011818,1.06651877882715,0.963020404805002,1.12872143950187
131,1C007  ,130213,SL       ,CI,19,Male,6,3,5,5,5,4,16,0.206896551724138,0.172413793103448,0.172413793103448,0.183908045977011,21623.9,23162.3,18629,22393,2,2,2,2,2.375,1.666666667,2.142857143,2,4.625,5.333333333,4.857142857,5,Chinese Immigrant,3,2,3,2,2,4,1,1,2,2,2,1,2,2,0.5,0.103448275862069,1,0.8,0.172413793103448,0.137931034482759,22393.1,5.5,22846,22765,24308,18951,0.980175960780881,0.94987480781902,0.952867368767484,0.983008812199884
132,1C008  ,130213,SL       ,CI,18,Male,6,6,4,4,5,4,15,0.206896551724138,0.137931034482759,0.172413793103448,0.172413793103448,21846,21417.4,19437,21631.5,2,4,1,3,2.375,1.833333333,2.428571429,1.857142857,4.625,5.166666667,4.571428571,5.142857143,Chinese Immigrant,2,2,2,2,2,3,1,2,2,2,4,3,2,1,1,0.206896551724138,1,0.8,0.137931034482759,0.137931034482759,21631.7,5,22846,22765,24308,18951,0.946848463626018,0.959631012519218,0.881084416652954,1.0256450846921
133,1C009  ,180213,SL       ,CI,23,Male,0,0,0,0,26,23,26,0,0,0.896551724137931,0.298850574712644,18157.8,21402.5,19453.4,19780.5,6,4,1,5,2.75,1.166666667,1.857142857,2.285714286,4.25,5.833333333,5.142857143,4.714285714,Chinese Immigrant,5,2,3,1,1,1,1,2,2,1,2,1,6,1,NA,0,NA,0.884615384615385,0,0.793103448275862,19780.15,0,22846,22765,24308,18951,0.865803641775366,0.797619152207336,0.880471449728484,1.0265104743813
134,1C010  ,180213,SL       ,CI,23,Male,2,2,3,2,2,2,7,0.0689655172413793,0.103448275862069,0.0689655172413793,0.0804597701149425,22191.1,21475.6,15762.7,21833.5,2,3,5,2.5,1.875,2,2,1.857142857,5.125,5,5,5.142857143,Chinese Immigrant,3,1,2,1,1,1,2,1,5,1,1,1,5,2,1,0.0689655172413793,0.666666666666667,1,0.0689655172413793,0.0689655172413793,21833.35,2.5,22846,22765,24308,18951,0.955674954040095,0.974790248188008,0.883478690143163,0.831760856946863
135,1C011  ,190213,SL       ,CI,19,Male,2,2,0,0,3,3,5,0.0689655172413793,0,0.103448275862069,0.0574712643678161,21303.6,29177.2,20222.4,25240.5,2,1,1,1.5,2,3.666666667,2.428571429,3,5,3.333333333,4.571428571,4,Chinese Immigrant,2,2,2,1,5,1,5,2,3,3,2,3,4,3,1,0.0689655172413793,NA,1,0,0.103448275862069,25240.4,1,22846,22765,24308,18951,1.10480609297032,0.935804963760158,1.2003126542702,1.06708880797847
136,1C012  ,190213,SL       ,CI,29,Male,3,3,4,3,1,1,8,0.103448275862069,0.137931034482759,0.0344827586206897,0.0919540229885057,22645.7,23959.5,18833.5,23303,2,2,2,2,4,2.166666667,2.285714286,4.142857143,3,4.833333333,4.714285714,2.857142857,Chinese Immigrant,2,7,3,3,3,2,2,6,2,2,2,3,7,1,1,0.103448275862069,0.75,1,0.103448275862069,0.0344827586206897,23302.6,3.5,22846,22765,24308,18951,1.01998599317167,0.994759499231276,0.98566315616258,0.993799799482877
137,1C013  ,250213,SL       ,CI,20,Male,6,5,3,3,5,4,14,0.206896551724138,0.103448275862069,0.172413793103448,0.160919540229885,20693.2,25542.9,16595.6,23118,3,1,5,2,2.5,3.166666667,2.714285714,2.857142857,4.5,3.833333333,4.285714286,4.142857143,Chinese Immigrant,2,2,4,1,3,2,3,2,2,2,4,5,3,4,0.833333333333333,0.172413793103448,1,0.8,0.103448275862069,0.137931034482759,23118.05,4.5,22846,22765,24308,18951,1.01190799264642,0.908991873490007,1.05080220503538,0.87571104427207
138,1C014  ,250213,SL       ,CI,21,Male,11,11,6,4,9,4,26,0.379310344827586,0.206896551724138,0.310344827586207,0.298850574712644,21104.8,23057.8,20216.8,22081.5,2,2,1,2,2.875,4.333333333,3.142857143,3.857142857,4.125,2.666666667,3.857142857,3.142857143,Chinese Immigrant,5,3,4,2,7,1,3,3,5,2,2,4,3,5,1,0.379310344827586,0.666666666666667,0.444444444444444,0.137931034482759,0.137931034482759,22081.3,8.5,22846,22765,24308,18951,0.966528057427996,0.92707226004832,0.948568372552246,1.06679330906021
139,1C015  ,250213,SL       ,CI,22,Male,11,9,5,5,26,22,42,0.379310344827586,0.172413793103448,0.896551724137931,0.482758620689655,22163.7,22506.7,19678,22335.5,2,3,1,2.5,2.5,2.833333333,2.285714286,3,4.5,4.166666667,4.714285714,4,Chinese Immigrant,2,3,3,2,2,2,1,2,2,5,3,4,3,3,0.818181818181818,0.310344827586207,1,0.846153846153846,0.172413793103448,0.758620689655172,22335.2,8,22846,22765,24308,18951,0.977641600280137,0.973586646167362,0.925896824090834,1.0383620917102
140,1C016  ,250213,SL       ,CI,19,Male,3,3,1,1,6,5,10,0.103448275862069,0.0344827586206897,0.206896551724138,0.114942528735632,21993,22786.2,16286.1,22389.5,2,3,5,2.5,2.875,4.5,3.571428571,3.571428571,4.125,2.5,3.428571429,3.428571429,Chinese Immigrant,2,2,3,3,6,2,4,3,4,3,4,6,4,4,1,0.103448275862069,1,0.833333333333333,0.0344827586206897,0.172413793103448,22389.6,2,22846,22765,24308,18951,0.980022761096034,0.966088293432901,0.937395096264604,0.859379452271648
141,1C017  ,260213,SL       ,CI,18,Male,0,0,0,0,1,1,1,0,0,0.0344827586206897,0.0114942528735632,25339,24606,17301.8,24972.5,1,1,4,1,3.375,2.5,4,2,3.625,4.5,3,5,Chinese Immigrant,3,2,2,4,1,2,4,1,4,1,7,4,6,1,NA,0,NA,1,0,0.0344827586206897,24972.5,0,22846,22765,24308,18951,1.0930797513788,1.11306830661103,1.01225933848939,0.912975568571579
142,1C018  ,270213,SL       ,CI,23,Male,1,1,0,0,4,1,5,0.0344827586206897,0,0.137931034482759,0.0574712643678161,21626.1,20053.5,20382,20840,2,6,1,4,3.375,3.333333333,3,3.714285714,3.625,3.666666667,4,3.285714286,Chinese Immigrant,3,4,4,3,4,3,3,3,3,3,3,3,4,4,1,0.0344827586206897,NA,0.25,0,0.0344827586206897,20839.8,0.5,22846,22765,24308,18951,0.912185940646065,0.94997144739732,0.824975316768142,1.07551052714896
143,1C019  ,050313,SL       ,CI,23,Male,1,1,0,0,24,21,25,0.0344827586206897,0,0.827586206896552,0.28735632183908,20972,21757.5,19458.1,21365,3,3,1,3,3,2.833333333,2.857142857,3,4,4.166666667,4.142857143,4,Chinese Immigrant,2,3,4,1,2,1,2,2,5,1,4,5,7,2,1,0.0344827586206897,NA,0.875,0,0.724137931034483,21364.75,0.5,22846,22765,24308,18951,0.935163704806093,0.921238743685482,0.895075695244364,1.02675848240198
144,1C020  ,050313,SL       ,CI,21,Male,1,1,2,2,2,2,5,0.0344827586206897,0.0689655172413793,0.0689655172413793,0.0574712643678161,24384.5,22732.4,18587.1,23558.5,1,3,2,2,2.375,2.666666667,2.285714286,2.714285714,4.625,4.333333333,4.714285714,4.285714286,Chinese Immigrant,3,3,2,2,3,3,1,2,3,3,3,1,1,5,1,0.0344827586206897,1,1,0.0689655172413793,0.0689655172413793,23558.45,1.5,22846,22765,24308,18951,1.03118489013394,1.07113990775313,0.935181833141353,0.98079784707931
145,1C021  ,050313,SL       ,CI,20,Male,4,2,0,0,0,0,4,0.137931034482759,0,0,0.0459770114942529,18273.2,25753.8,19084.5,22013.5,6,1,1,3.5,2,2.333333333,1.857142857,2.428571429,5,4.666666667,5.142857143,4.571428571,Chinese Immigrant,3,3,1,2,5,2,1,1,3,1,1,1,3,3,0.5,0.0689655172413793,NA,NA,0,0,22013.5,2,22846,22765,24308,18951,0.96356036067583,0.802688337359982,1.0594783610334,1.00704448314073
146,1C022  ,050313,SL       ,CI,24,Male,2,2,9,8,2,2,13,0.0689655172413793,0.310344827586207,0.0689655172413793,0.149425287356322,21604.3,23553.5,21607.3,22579,2,2,1,2,2.625,2,2.428571429,2.285714286,4.375,5,4.571428571,4.714285714,Chinese Immigrant,3,2,3,2,3,2,2,1,3,1,3,2,5,1,1,0.0689655172413793,0.888888888888889,1,0.275862068965517,0.0689655172413793,22578.9,5.5,22846,22765,24308,18951,0.988308675479296,0.949013837030529,0.968960835938786,1.14016674581816
147,1R001  ,260613,SL       ,CM,20,Male,0,0,6,5,9,0,15,0,0.206896551724138,0.310344827586207,0.172413793103448,19013,21130.6,18734.1,20072,5,3,3,4,3.75,2.833333333,3.285714286,3.428571429,3.25,4.166666667,3.714285714,3.571428571,Rural Chinese,4,4,4,3,3,4,3,3,4,3,3,2,5,2,NA,0,0.833333333333333,0,0.172413793103448,0,20071.8,3,24949,26114,25665,19828,0.804513206942162,0.72807689362028,0.823323592441068,0.944830542666936
148,1R002  ,260613,SL       ,CM,20,Male,0,0,0,0,0,0,0,0,0,0,0,23639.8,22719.3,19004.5,23179.5,1,2,3,1.5,2.25,1.166666667,1.428571429,2.142857143,4.75,5.833333333,5.571428571,4.857142857,Rural Chinese,2,1,2,1,1,1,1,3,1,1,3,1,5,2,NA,0,NA,NA,0,0,23179.55,0,24949,26114,25665,19828,0.929077317728165,0.905253886804013,0.885225014611338,0.95846782328021
149,2R001  ,260613,SL       ,CM,21,Female,0,0,9,7,2,0,11,0,0.310344827586207,0.0689655172413793,0.126436781609195,23247.2,23288.5,21465.3,23268,1,2,2,1.5,2.375,2.5,2.571428571,2.285714286,4.625,4.5,4.428571429,4.714285714,Rural Chinese,3,2,2,2,2,2,3,3,1,1,2,5,3,3,NA,0,0.777777777777778,0,0.241379310344828,0,23267.85,4.5,24949,26114,25665,19828,0.932616537736983,0.890219805468331,0.907403078121956,1.08257514625782
150,1R003  ,260613,SL       ,CM,20,Male,1,1,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,20266.4,16916.6,11944.5,18591.5,5,5,6,5,3,3,3.428571429,2.571428571,4,4,3.571428571,4.428571429,Rural Chinese,3,2,4,3,2,3,5,2,3,2,4,3,3,3,1,0.0344827586206897,NA,NA,0,0,18591.5,0.5,24949,26114,25665,19828,0.745180167541785,0.776074136478517,0.659131112409897,0.602405688924753
151,1R004  ,260613,SL       ,CM,19,Male,17,17,27,23,21,10,65,0.586206896551724,0.931034482758621,0.724137931034483,0.747126436781609,25659.3,24801.7,18663.4,25230.5,2,2,3,2,4.5,2.166666667,2.857142857,4.142857143,2.5,4.833333333,4.142857143,2.857142857,Rural Chinese,4,4,7,6,4,3,1,1,1,1,4,1,7,5,1,0.586206896551724,0.851851851851852,0.476190476190476,0.793103448275862,0.344827586206897,25230.5,22,24949,26114,25665,19828,1.01128301735541,0.982587883893697,0.966362750827976,0.941264877950373
152,1R005  ,260613,SL       ,CM,19,Male,7,5,9,9,17,11,33,0.241379310344828,0.310344827586207,0.586206896551724,0.379310344827586,23063.7,25055.8,19743.3,24060,3,2,2,2.5,2.625,2.333333333,2.714285714,2.285714286,4.375,4.666666667,4.285714286,4.714285714,Rural Chinese,3,2,4,2,2,3,2,2,5,2,2,2,3,1,0.714285714285714,0.172413793103448,1,0.647058823529412,0.310344827586207,0.379310344827586,24059.75,8,24949,26114,25665,19828,0.964357288869293,0.883192923336142,0.976263393726865,0.995728263062336
